City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
457,Adeje,ES,70.88,scattered clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
458,Eureka,US,67.19,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
459,Miles City,US,68.5,scattered clouds,46.4083,-105.8406,FairBridge Inn & Suites Miles City
462,Dayong,CN,72.9,light rain,25.0209,118.2898,Haiyue Express Hotel
463,Tchollire,CM,79.39,overcast clouds,8.4022,14.1698,"Auberge ""l'amicale"""
464,Kutum,SD,72.64,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
465,Hounde,BF,82.83,broken clouds,11.5,-3.5167,Carrefour où ouvriers dorment
467,Poum,NC,75.63,clear sky,-20.2333,164.0167,Gîte kajeon
472,Lang Suan,TH,78.53,overcast clouds,9.9456,99.0785,Langsuan Resort
477,Praia Da Vitoria,PT,70.05,few clouds,38.7333,-27.0667,Hotel Branco I
478,Mananjary,MG,68.9,overcast clouds,-21.2167,48.3333,Vahiny Lodge
479,Omboue,GA,77.32,overcast clouds,-1.5746,9.2618,Hotel Olako
480,Manga,BF,86.52,scattered clouds,11.6636,-1.0731,Auberge du 11 décembre de la cité CNSS à Manga
481,Paulo Afonso,BR,80.28,overcast clouds,-9.4061,-38.2147,Pousada Ilha Bela
484,Chicama,PE,63.14,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
485,Kaniama,CD,65.88,few clouds,-7.5667,24.1833,
486,Vangaindrano,MG,64.02,scattered clouds,-23.35,47.6,Hotel Fanilo
489,Souillac,MU,72.36,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
492,Kalmunai,LK,79.34,overcast clouds,7.4167,81.8167,VS Villa
495,Micheweni,TZ,78.46,scattered clouds,-4.9667,39.8333,
496,Tautira,PF,80.62,scattered clouds,-17.7333,-149.15,Pension Oaoa
497,Kilindoni,TZ,78.55,few clouds,-7.9139,39.6668,Bustani B&B
499,Puerto Del Rosario,ES,69.55,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
500,Nelson Bay,AU,68.09,clear sky,-32.7167,152.15,Mantra Nelson Bay
501,Santa Maria,BR,85.3,clear sky,-29.6842,-53.8069,Hotel Morotin
502,Pauini,BR,85.96,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
503,Victoria,HK,76.98,broken clouds,22.2855,114.1577,Mini Hotel Central
504,Gold Coast,AU,77.18,overcast clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
506,Turan,VN,76.98,broken clouds,16.0678,108.2208,Sun River Hotel
508,Ridgecrest,US,83.64,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
510,Wajir,KE,82.44,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
511,Labrea,BR,83.41,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
514,Kiama,AU,62.01,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
515,Niquero,CU,84.11,overcast clouds,20.0431,-77.5828,Islazul Niquero
516,Kalemie,CD,72.19,clear sky,-5.9475,29.1947,Mahobilali
517,Ailigandi,PA,81.91,overcast clouds,9.2333,-78.0167,Akwa Reef Lodge
519,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
521,Neiafu,TO,74.08,light rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
530,Salalah,OM,79.11,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
531,Santana Do Acarau,BR,82.98,scattered clouds,-3.4606,-40.2122,Chácara Mister Juan
532,Asyut,EG,75.38,overcast clouds,27.181,31.1837,Florence Hotel Assiut
533,Effium,NG,80.71,overcast clouds,6.6292,8.0593,
536,Prieska,ZA,64.94,clear sky,-29.6641,22.7474,Avenue GuestHouse
537,Bambanglipuro,ID,77.29,overcast clouds,-7.95,110.2833,Puri Brata
538,Sydney,AU,63.59,broken clouds,-33.8679,151.2073,The Grace Sydney
543,Nha Trang,VN,77.0,overcast clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
545,Kavaratti,IN,81.97,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
546,Bandarbeyla,SO,78.15,few clouds,9.4942,50.8122,JABIR HOTEL
547,Gorontalo,ID,74.84,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
550,Mongo,TD,83.75,clear sky,12.1844,18.693,Résidences du Programme FIDA
552,Nizwa,OM,73.69,clear sky,22.9333,57.5333,Orient Apartments
554,Guaruja,BR,78.17,scattered clouds,-23.9931,-46.2564,Charme Hotel Guarujá
555,Menongue,AO,64.8,overcast clouds,-14.6585,17.691,Ritz Lauca
556,La Macarena,CO,79.83,light rain,2.1837,-73.7849,Hotel Punto Verde
557,Pietermaritzburg,ZA,63.68,overcast clouds,-29.6168,30.3928,Redlands Hotel
558,Yanam,IN,76.41,moderate rain,16.7333,82.2167,The Regency Hotel
561,Hobyo,SO,79.74,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
563,Puerto Leguizamo,CO,82.53,broken clouds,-0.1934,-74.7819,la casona de juancho
564,Soyo,AO,78.8,broken clouds,-6.1349,12.3689,Hotel Mpampa
566,Kampong Chhnang,KH,74.79,overcast clouds,12.1667,104.55,Waterfall Resort អមលាំង
567,Tadine,NC,73.72,scattered clouds,-21.55,167.8833,
568,Abengourou,CI,72.77,overcast clouds,6.7297,-3.4964,Hotel des Princes
569,Khunti,IN,64.81,overcast clouds,23.0833,85.2833,JD
570,Assare,BR,88.34,broken clouds,-6.8744,-39.875,José Xavier de Andrade
572,Naberera,TZ,64.33,overcast clouds,-4.2,36.9333,
573,Jardim,BR,73.8,broken clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
579,Inyonga,TZ,77.38,overcast clouds,-6.7167,32.0667,Eden Rock Lodge
580,Banjarmasin,ID,75.34,overcast clouds,-3.3244,114.591,Swiss-Belhotel Borneo Banjarmasin
582,Manzanillo,CU,87.53,overcast clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
583,Alta Floresta,BR,83.32,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
584,Hyeres,FR,64.69,clear sky,43.1167,6.1167,Hôtel des Palmiers
588,Sehwan,PK,80.31,clear sky,26.4279,67.863,Lal Shahbaz Motel STDC
589,Mizdah,LY,64.0,few clouds,31.4451,12.9801,محمدالمبروك الاريقط
591,Phan Thiet,VN,75.99,overcast clouds,10.9333,108.1,Hotel Saigon-PT
592,Vila Velha,BR,74.55,overcast clouds,-20.3297,-40.2925,Quality Suites Vila Velha
594,Byron Bay,AU,77.7,overcast clouds,-28.65,153.6167,Backpackers Inn on the Beach
596,Bacolod,PH,78.08,overcast clouds,10.6667,122.95,Planta Hotel & Residences
598,Kipushi,CD,74.26,overcast clouds,-11.7667,27.2333,Villa Madimba
602,Littleton,US,76.91,clear sky,39.6133,-105.0166,InTown Suites Extended Stay Denver CO - Englewood
605,San Juan Evangelista,MX,79.3,broken clouds,17.9,-95.1333,Salon INAPAM San Juan Evangelista
606,Ouadda,CF,71.28,overcast clouds,8.0777,22.4007,
608,Ondjiva,AO,78.17,overcast clouds,-17.0667,15.7333,COMBUESA
609,Wanning,CN,76.03,overcast clouds,18.8003,110.3967,Paradise Hotel
610,Premia De Mar,ES,67.32,light rain,41.4921,2.3652,Hotel Vila de Premià
611,Talcahuano,CL,60.55,overcast clouds,-36.7167,-73.1167,departamento comodo
613,Hanmer Springs,NZ,60.62,clear sky,-42.5167,172.8167,The Chalets Motel
614,Itaituba,BR,85.69,broken clouds,-4.2761,-55.9836,Hotel Campos
617,Kununurra,AU,80.58,few clouds,-15.7667,128.7333,Hotel Kununurra
618,Kirakira,SB,82.76,broken clouds,-10.4544,161.9205,SanBiz Lodge
621,Piacabucu,BR,75.79,scattered clouds,-10.4056,-36.4344,Piaçabuçu News
628,Durango,MX,71.65,clear sky,24.8333,-104.8333,
630,Doha,QA,84.18,clear sky,25.2867,51.5333,Movenpick Hotel Doha
631,Daru,PG,81.82,overcast clouds,-9.0763,143.2092,Daru Lodge
632,Aitape,PG,78.91,overcast clouds,-3.1374,142.3475,
635,Lambarene,GA,75.74,light rain,-0.7001,10.2406,Le Refuge
636,Kuching,MY,75.42,scattered clouds,1.55,110.3333,The Ranee Boutique Suites
640,Maoming,CN,72.16,broken clouds,21.65,110.9,Jinhui Hotel
641,Kikwit,CD,70.11,overcast clouds,-5.041,18.8162,HOTEL PLACE YALABA
642,Japura,ID,73.74,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
644,Morondava,MG,74.3,overcast clouds,-20.2833,44.2833,La Case Bambou
646,Sechura,PE,75.88,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
648,Odweyne,SO,72.95,scattered clouds,9.4092,45.064,Eng Hiirey House
650,Alizai,PK,61.16,clear sky,33.5383,70.3462,Alizai Rest House
652,Ramsar,IR,62.1,overcast clouds,36.9226,50.6426,Rasa Residential Hotel
654,Porto Walter,BR,79.02,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
657,Araouane,ML,84.65,broken clouds,18.9048,-3.5265,
661,Rawson,AR,67.53,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
662,Butia,BR,73.27,clear sky,-30.1197,-51.9622,Restaurante e Churrascaria Santo Antonio Ltda
663,Ca Mau,VN,76.35,light rain,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
666,Weatherford,US,71.1,clear sky,32.7593,-97.7972,"Candlewood Suites Weatherford, an IHG Hotel"
667,Ardakan,IR,61.93,few clouds,32.31,54.0175,Ardakan Hotel
669,Kara,TG,80.37,overcast clouds,9.5511,1.1861,Hotel Ma Vision B2K
671,Mae Hong Son,TH,71.04,broken clouds,19.3003,97.9685,Baiyoke Chalet Hotel
672,Bull Savanna,JM,82.56,scattered clouds,17.8868,-77.5902,Big Red's
676,Biak,ID,76.69,broken clouds,-0.9131,122.8766,Penginapan Kim
677,Bela,IN,67.32,clear sky,25.9333,81.9833,Raj Bhawan
680,Sibi,PK,75.81,clear sky,29.5448,67.8764,Jail Superintendent House
682,Sibu,MY,73.96,light rain,2.3,111.8167,RH HOTEL (4 Star)
683,Lat Yao,TH,73.06,overcast clouds,15.751,99.7893,หจก. ลาดยาวการเกษตร
684,Rio Grande,BR,70.95,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
685,Vicente Guerrero,MX,64.98,broken clouds,19.1194,-98.1708,Churros Inn
686,Sao Joao Da Barra,BR,71.01,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
687,Sayan,PE,77.38,scattered clouds,-11.1361,-77.1933,Hotel Restaurant Vanessa
688,Paraiso,CR,73.89,overcast clouds,9.8383,-83.8656,Hotel Rinconcito Verde
690,Wawa,NG,80.6,overcast clouds,9.9022,4.4192,
691,Buta,CD,70.3,light rain,2.7858,24.73,HOTEL BISO NA BISO
692,Mankono,CI,78.01,overcast clouds,8.0586,-6.1897,Centre d'accueil Emmaüs
693,Cameron Park,US,79.32,clear sky,38.6688,-120.9872,Quality Inn & Suites Cameron Park Shingle Springs
698,The Hammocks,US,86.02,overcast clouds,25.6715,-80.4445,Casa tío Hernan
707,Wamba,NG,76.15,scattered clouds,8.9333,8.6,Roma Zee Guest House Annex
708,Mayo,US,63.95,mist,38.8876,-76.5119,Resorts Resource Group International
710,Agustin Codazzi,CO,73.27,overcast clouds,10.0341,-73.2361,Hotel perija
711,Temple Terrace,US,80.02,overcast clouds,28.0353,-82.3893,La Quinta Inn & Suites by Wyndham USF (Near Busch Gardens)
712,Lodja,CD,67.82,overcast clouds,-3.4833,23.4333,
713,Umm Lajj,SA,83.53,clear sky,25.0213,37.2685,Moon light Furnished Units
714,Isla Mujeres,MX,84.16,broken clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
717,Lata,PT,67.93,light rain,40.1629,-8.3327,Casa Maquia
718,Betare Oya,CM,68.45,overcast clouds,5.6,14.0833,Auberge Tembina Betaré Oya
720,Inirida,CO,80.04,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
722,Cassilandia,BR,77.36,broken clouds,-19.1133,-51.7342,Delirius Motel
723,Selma,US,81.1,broken clouds,36.5708,-119.6121,"Holiday Inn Selma-Swancourt, an IHG Hotel"
724,Casa Nova,BR,86.32,overcast clouds,-9.4167,-41.1333,Pousada e Restaurante Dona Xinha
728,Katobu,ID,75.13,overcast clouds,-4.9408,122.5276,La Ode Husein
729,Cortazar,MX,79.92,clear sky,20.4833,-100.9333,Hotel El Carro
738,Darlawn,IN,61.97,scattered clouds,24.0167,92.9,BNRGSK BUILDING
740,Umm Kaddadah,SD,84.04,broken clouds,13.6017,26.6876,
741,Marawi,PH,65.64,clear sky,7.9986,124.2928,Derogongan Residence
743,Lucapa,AO,65.88,broken clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
745,Balabac,PH,81.54,scattered clouds,7.9868,117.0645,Sing and Swing Lodge
746,Wum,CM,66.07,overcast clouds,6.3833,10.0667,Wum Council Hall
747,Camopi,GF,82.29,broken clouds,3.1655,-52.3158,La pousada
750,Deori Khas,IN,61.66,scattered clouds,23.4,79.0167,SAMARPAD COMPUTER DEORI
752,Bandar-E Lengeh,IR,80.74,clear sky,26.5579,54.8807,کافی نت پارس
753,Makaha,US,85.98,broken clouds,21.4694,-158.2175,Hawaiian Princess Resort
754,Merauke,ID,79.25,overcast clouds,-8.4667,140.3333,
755,Kulhudhuffushi,MV,81.59,overcast clouds,6.6221,73.07,Haajy Guest House 1
756,Dutlwe,BW,71.91,overcast clouds,-23.9833,23.9,
759,Karratha,AU,69.98,clear sky,-20.7377,116.8463,ibis Styles Karratha
760,Aden,YE,83.84,scattered clouds,12.7794,45.0367,Sama Emirate Hotel
761,Bubaque,GW,83.39,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
762,Birao,CF,77.43,overcast clouds,10.2849,22.7882,
763,Gisborne,NZ,66.94,clear sky,-38.6533,178.0042,ASURE Alfresco Motor Lodge
766,Medowie,AU,68.79,overcast clouds,-32.7333,151.8667,
767,Maputo,MZ,71.28,clear sky,-25.9653,32.5892,Pestana Rovuma
768,Camara De Lobos,PT,72.23,few clouds,32.6333,-16.9667,Golden Residence Hotel
769,Morehead,US,60.62,overcast clouds,37.2711,-87.1764,CCI Express Inn
770,Bilma,NE,82.45,few clouds,18.6853,12.9164,Expeditions Ténére voyages
772,Garowe,SO,72.19,clear sky,8.4054,48.4845,Curubo Hotel
776,Paraguacu Paulista,BR,80.22,few clouds,-22.4128,-50.5758,Hotel Água das Araras
779,Sao Filipe,CV,79.56,broken clouds,14.8961,-24.4956,Hotel Xaguate
780,Panguna,PG,75.33,overcast clouds,-6.3164,155.4848,
781,Kaberamaido,UG,70.38,overcast clouds,1.7389,33.1594,"Little Orchard, Kaberamaido"
782,Banfora,BF,78.93,broken clouds,10.6333,-4.7667,Residences David Hebié
783,Kralendijk,BQ,82.2,overcast clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
788,Puerto Escondido,MX,85.57,few clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
789,Dafeng,CN,62.55,overcast clouds,23.4517,108.5881,Shenglong Hotel
790,Nata,PA,79.47,overcast clouds,8.3333,-80.5167,Rey David
791,Mbour,SN,83.25,overcast clouds,14.422,-16.9638,Tama Lodge
792,Kieta,PG,82.92,light rain,-6.2167,155.6333,Uruna Bay Retreat
793,Witu,KE,78.96,broken clouds,-2.3889,40.4382,
796,Samfya,ZM,75.45,few clouds,-11.3649,29.5565,Chita Lodge Samfya
797,Foumban,CM,64.33,overcast clouds,5.7291,10.9001,Hotel Pekassa De Karche
798,Gamba,GA,76.89,light rain,-2.65,10.0,
799,Franco Da Rocha,BR,70.68,overcast clouds,-23.3217,-46.7269,Residencial Coliseum
800,Santa Maria Do Suacui,BR,73.76,overcast clouds,-18.1903,-42.4142,Hotel Vale Verde
801,Katol,IN,64.78,scattered clouds,21.2667,78.5833,Rocks Celibration lawn
803,Mana,GF,79.81,overcast clouds,5.6592,-53.7767,LE SAMANA
805,Porto Novo,BJ,79.32,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
807,Puerto Lopez,CO,82.54,light rain,4.0845,-72.956,Resguardo Indigena Maguare
808,Hambantota,LK,78.44,overcast clouds,6.1241,81.1185,Bungalow 63
809,Caborca,MX,87.53,clear sky,30.5838,-111.101,Hotel Los Lagos
812,Sidney,AU,63.59,broken clouds,-33.8679,151.2073,The Grace Sydney
814,Maceio,BR,81.84,clear sky,-9.6658,-35.7353,Poutur Pousada
815,Encruzilhada,BR,69.84,broken clouds,-15.5314,-40.9094,Hotel e Restaurante Rio Pardo
819,Arrecife,ES,69.87,few clouds,28.963,-13.5477,Hotel Lancelot
820,Comodoro Rivadavia,AR,78.66,clear sky,-45.8667,-67.5,Austral Hotel
821,Fukue,JP,65.61,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
823,Chimbarongo,CL,81.72,few clouds,-34.7,-71.05,Hostal Ruka Kamañ
826,Phon,TH,73.85,overcast clouds,15.816,102.5998,Baan Kru Tum Chiang Khan
827,Nanning,CN,64.85,overcast clouds,22.8167,108.3167,Nanning Travelling With Hostel
828,Gangapur,IN,67.78,clear sky,26.4833,76.7167,OYO 45271 Hotel Haveli
832,Naze,JP,69.44,overcast clouds,28.3667,129.4833,オーベルジュ・アガルイ
834,Ekangala,ZA,64.29,moderate rain,-25.6962,28.7492,Mbal'enhle Guest House
835,Saint Andrews,US,64.49,broken clouds,34.0454,-81.1293,Baymont by Wyndham Columbia Northwest
836,Sinnamary,GF,80.98,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
837,Mitu,CO,75.78,broken clouds,1.1983,-70.1733,
838,Kabanjahe,ID,64.35,overcast clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
839,Lovington,US,74.03,clear sky,32.944,-103.3485,Buena vida rv parks
843,Mount Pleasant,US,70.09,broken clouds,32.7941,-79.8626,Best Western Patriots Point
844,Guarapari,BR,73.24,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
846,Katherine,AU,77.32,overcast clouds,-14.4667,132.2667,Pine Tree Motel
849,Galle,LK,77.97,broken clouds,6.0367,80.217,Amangalla
850,Vinh,VN,72.39,light rain,18.6667,105.6667,Khách Sạn Thương Mại
851,Santa Catalina,PH,78.03,scattered clouds,9.3337,122.8637,BreakWater Beach Sta Catalina Negros Oriental
852,Urucara,BR,87.89,broken clouds,-2.5364,-57.76,Pousada Maria Bonita
853,Mitsamiouli,KM,78.13,scattered clouds,-11.3847,43.2844,Foyer ADM
857,Valparaiso,CL,64.63,fog,-33.0393,-71.6273,Hotel Ultramar
860,Mahibadhoo,MV,82.24,overcast clouds,3.7833,72.9667,Omadhoo Inn
861,Tiarei,PF,80.62,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
862,Lola,GN,70.34,light rain,7.8,-8.5333,
864,Estelle,US,66.0,broken clouds,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
865,Kidal,ML,88.02,broken clouds,18.4411,1.4078,
867,Chimbote,PE,66.85,few clouds,-9.0853,-78.5783,Hotel Viera Chimbote
870,Touros,BR,79.68,few clouds,-5.1989,-35.4608,INN NEW HORIZON
872,Candelaria,PH,74.88,scattered clouds,13.9311,121.4233,Casa de Provincia
873,Mocuba,MZ,66.47,few clouds,-16.8392,36.9856,Phama Lodge
874,Tshane,BW,73.18,broken clouds,-24.0196,21.8684,
875,Pemangkat,ID,77.43,overcast clouds,1.1667,108.9667,Ramah Kost KITA
877,Misratah,LY,70.83,clear sky,32.3754,15.0925,Almasa Hotel
878,Dangriga,BZ,85.98,overcast clouds,16.9692,-88.2321,Chaleanor Hotel
881,Ruteng,ID,63.28,broken clouds,-8.6136,120.4721,Hotel FX 72
883,Isiro,CD,65.89,light rain,2.7739,27.616,Guest House Hewa Bora
885,Eten,PE,64.96,overcast clouds,-6.9081,-79.8642,Hospedaje Sol Radiante
891,San Francisco,US,80.92,few clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
894,Garissa,KE,79.77,few clouds,-0.4536,39.6401,Sharif Plaza Hotel
895,Rafsanjan,IR,64.17,overcast clouds,30.4067,55.9939,Rafsanjan Tourism Hotel
896,Takoradi,GH,79.32,overcast clouds,4.8845,-1.7554,Raybow International Hotel
897,Cotmon,PH,75.27,few clouds,13.1175,123.6637,Club Williams Resort
898,Hun,LY,68.27,clear sky,29.1268,15.9477,Alrwasi Hotel
900,Jacksonville,US,70.11,broken clouds,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
902,Awbari,LY,69.84,scattered clouds,26.5921,12.7805,فندق أوباري
904,Singaparna,ID,71.85,overcast clouds,-7.3515,108.111,Wisma Dewi Hotel
905,Uyuni,BO,64.96,clear sky,-20.4597,-66.825,Hostal La Magia de Uyuni
906,Baghdad,IQ,69.71,scattered clouds,33.3406,44.4009,Baghdad Hotel
909,Lahaina,US,84.2,broken clouds,20.8783,-156.6825,Lahaina Shores Beach Resort
910,Reus,ES,66.87,few clouds,41.1561,1.1069,Hotel NH Ciutat de Reus
912,Newcastle,AU,68.79,overcast clouds,-32.9272,151.7765,NOAH'S on the beach
913,Camana,PE,67.78,few clouds,-16.6228,-72.7111,Hostal Morales
914,Sale,MA,63.75,broken clouds,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
915,Bartica,GY,78.46,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
917,Mecca,SA,82.58,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
918,Segou,ML,85.44,overcast clouds,13.4317,-6.2157,Comme chez soi
919,Nabire,ID,74.8,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
920,Cravo Norte,CO,81.48,moderate rain,6.3017,-70.2041,Hotel Potosí Los Mirtos
922,Paracatu,BR,81.86,scattered clouds,-17.2222,-46.8747,Hotel Paracatu Plaza
